uri,acc:accessContext,acp:accessControl,dcterms:contributor,dcterms:created,dcterms:creator,dcterms:identifier,dcterms:modified,dcterms:relation,dcterms:title,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/hasWorkflowState,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/testcaseWorkflowState,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/testplanWorkflowState,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/testscriptWorkflowState,oslc:instanceShape,oslc:serviceProvider,oslc:shortId,oslc_qm:affectedByChangeRequest,oslc_qm:executesTestScript,oslc_qm:producedByTestExecutionRecord,oslc_qm:reportsOnTestCase,oslc_qm:reportsOnTestPlan,oslc_qm:status,process:projectArea,rdf:type,rqm_qm:containsStepResult,rqm_qm:endTime,rqm_qm:isCurrent,rqm_qm:isLocked,rqm_qm:numberOfIterations,rqm_qm:orderIndex,rqm_qm:pointsAttempted,rqm_qm:pointsBlocked,rqm_qm:pointsDeferred,rqm_qm:pointsFailed,rqm_qm:pointsInconclusive,rqm_qm:pointsPassed,rqm_qm:pointsPermFailed,rqm_qm:startTime,rqm_qm:testedBy,rqm_qm:verdict,rqm_qm:weight
https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionResult/_qeFd8C9ZEfGPK7oap5GLRg,https://jazz602.local:8443/qm/acclist#_R_67YC9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/accessControl/_R_67YC9YEfGPK7oap5GLRg,https://jazz602.local:8443/jts/users/jazzadmin,2026-04-03T12:35:57.391Z,https://jazz602.local:8443/jts/users/jazzadmin,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionResult/_qeFd8C9ZEfGPK7oap5GLRg,2026-04-03T12:36:17.531Z,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/resources/_R_67YC9YEfGPK7oap5GLRg/executionresult/urn:com.ibm.rqm:executionresult:1,Test Case 1,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/workflowstate/com.ibm.rqm.process.testcaseresult.workflow/com.ibm.rqm.planning.common.new,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/workflowstate/com.ibm.rqm.process.testcase.workflow/com.ibm.rqm.planning.common.new,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/workflowstate/com.ibm.rqm.process.testplan.workflow/com.ibm.rqm.planning.common.new,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/workflowstate/com.ibm.rqm.process.testscript.workflow/com.ibm.rqm.planning.common.new,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/shape/resource/com.ibm.rqm.execution.ExecutionResult,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/services.xml,1,https://jazz602.local:8443/ccm/resource/itemName/com.ibm.team.workitem.WorkItem/10,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedExecutionScript/_b5t1kS9ZEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.TestcaseExecutionRecord/_qX1E8C9ZEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestCase/_eGFb8C9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestPlan/_bwRbIC9YEfGPK7oap5GLRg,com.ibm.rqm.execution.common.state.failed,https://jazz602.local:8443/qm/process/project-areas/_R_67YC9YEfGPK7oap5GLRg,TestResult,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionElementResult/_qeiJ4C9ZEfGPK7oap5GLRg | https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionElementResult/_qer66i9ZEfGPK7oap5GLRg | https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionElementResult/_qer69i9ZEfGPK7oap5GLRg,2026-04-03T12:36:17.338Z,true,false,1,0,100,0,0,33,0,67,0,2026-04-03T12:35:57.391Z,https://jazz602.local:8443/jts/users/jazzadmin,com.ibm.rqm.execution.common.state.failed,100
