uri,acc:accessContext,acp:accessControl,dcterms:contributor,dcterms:created,dcterms:creator,dcterms:description,dcterms:identifier,dcterms:modified,dcterms:relation,dcterms:title,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/hasPriority,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/hasWorkflowState,oslc:instanceShape,oslc:serviceProvider,oslc:shortId,oslc_qm:relatedChangeRequest,oslc_qm:usesTestCase,process:projectArea,rdf:type,rqm_qm:isLocked,rqm_qm:orderIndex,rqm_qm:richTextSection,rqm_qm:template
https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestPlan/_bwRbIC9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/acclist#_R_67YC9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/accessControl/_R_67YC9YEfGPK7oap5GLRg,https://jazz602.local:8443/jts/users/unassigned,2026-04-03T12:27:09.085Z,https://jazz602.local:8443/jts/users/jazzadmin,,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestPlan/_bwRbIC9YEfGPK7oap5GLRg,2026-04-14T10:13:52.236Z,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/resources/_R_67YC9YEfGPK7oap5GLRg/testplan/urn:com.ibm.rqm:testplan:1,Test Plan 1,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/priority/literal.priority.101,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/workflowstate/com.ibm.rqm.process.testplan.workflow/com.ibm.rqm.planning.common.new,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/shape/resource/com.ibm.rqm.planning.VersionedTestPlan,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/services.xml,1,https://jazz602.local:8443/ccm/resource/itemName/com.ibm.team.workitem.WorkItem/10,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestCase/_eGFb8C9YEfGPK7oap5GLRg | https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestCase/_ibk1gC9YEfGPK7oap5GLRg | https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestCase/_ib4-kC9YEfGPK7oap5GLRg | https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestCase/_hNfRwC9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/process/project-areas/_R_67YC9YEfGPK7oap5GLRg,TestPlan,false,0,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestPlan/_bwRbIC9YEfGPK7oap5GLRg#com.ibm.rqm.planning.editor.section.planTestObjectives,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/resources/Test+Project/template/testplan/com.ibm.rqm.planning.templates.testplan.default
