uri,acc:accessContext,acp:accessControl,dcterms:contributor,dcterms:created,dcterms:creator,dcterms:description,dcterms:identifier,dcterms:modified,dcterms:relation,dcterms:title,http://jazz.net/xmlns/prod/jazz/rqm/process/1.0/hasPriority,oslc:instanceShape,oslc:serviceProvider,oslc:shortId,oslc_qm:executesTestScript,oslc_qm:reportsOnTestPlan,oslc_qm:runsTestCase,process:projectArea,rdf:type,rqm_qm:currentTestResult,rqm_qm:lastFailedTestResult,rqm_qm:orderIndex,rqm_qm:producesTestResult,rqm_qm:weight
https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.TestcaseExecutionRecord/_qX1E8C9ZEfGPK7oap5GLRg,https://jazz602.local:8443/qm/acclist#_R_67YC9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/accessControl/_R_67YC9YEfGPK7oap5GLRg,https://jazz602.local:8443/jts/users/jazzadmin,2026-04-03T12:35:56.735Z,https://jazz602.local:8443/jts/users/jazzadmin,,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.TestcaseExecutionRecord/_qX1E8C9ZEfGPK7oap5GLRg,2026-04-03T12:35:57.938Z,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/resources/_R_67YC9YEfGPK7oap5GLRg/executionworkitem/urn:com.ibm.rqm:executionworkitem:1,Test Case 1,https://jazz602.local:8443/qm/service/com.ibm.rqm.integration.service.IIntegrationService/process-info/_R_67YC9YEfGPK7oap5GLRg/priority/literal.priority.101,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/shape/resource/com.ibm.rqm.execution.TestcaseExecutionRecord,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/services.xml,1,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedExecutionScript/_b5t1kS9ZEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestPlan/_bwRbIC9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.planning.VersionedTestCase/_eGFb8C9YEfGPK7oap5GLRg,https://jazz602.local:8443/qm/process/project-areas/_R_67YC9YEfGPK7oap5GLRg,TestExecutionRecord,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionResult/_qeFd8C9ZEfGPK7oap5GLRg,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionResult/_qeFd8C9ZEfGPK7oap5GLRg,0,https://jazz602.local:8443/qm/oslc_qm/contexts/_R_67YC9YEfGPK7oap5GLRg/resources/com.ibm.rqm.execution.ExecutionResult/_qeFd8C9ZEfGPK7oap5GLRg,100
